DistrictId,DistrictName,NcesId,SchoolId,SchoolName,StudentIdentifier,FirstName,LastOrSurname,SubmitDateTime,SchoolYear,TestSessionId,AssessmentType,AssessmentSubType,AssessmentName,Subject,GradeLevelWhenAssessed,Completeness,AdministrationCondition,ScaleScoreAchievementLevel,ScaleScore,ScaleScoreStandardError,Alt1ScoreAchievementLevel,Alt1ScaleScore,Alt1ScaleScoreStandardError,Alt2ScoreAchievementLevel,Alt2ScaleScore,Alt2ScaleScoreStandardError,Alt3ScoreAchievementLevel,Alt3ScaleScore,Alt3ScaleScoreStandardError,Alt4ScoreAchievementLevel,Alt4ScaleScore,Alt4ScaleScoreStandardError,Alt5ScoreAchievementLevel,Alt5ScaleScore,Alt5ScaleScoreStandardError,Alt6ScoreAchievementLevel,Alt6ScaleScore,Alt6ScaleScoreStandardError,Claim1ScoreAchievementLevel,Claim2ScoreAchievementLevel,Claim3ScoreAchievementLevel,Claim4ScoreAchievementLevel,Claim5ScoreAchievementLevel,Claim6ScoreAchievementLevel,MigrantStatus,LanguageCode,LanguageAltCode,EnglishLanguageAcquisitionStatus,EnglishLanguageAcquisitionStatusStartDate,HispanicOrLatinoEthnicity,AmericanIndianOrAlaskaNative,Asian,BlackOrAfricanAmerican,White,NativeHawaiianOrOtherPacificIslander,TwoOrMoreRaces,Filipino
FakeDistrictId,FakeDistrictName,FakeNcesId,,,Student81,Claudia,Chandler,2025-03-17 05:36:56.000000,2025,TestSession610326,Interim,IAB,Grade 4 ELA - Listen/Interpret (FIAB),ELA,04,Partial,NS,2,2357,91.4959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FakeDistrictId,FakeDistrictName,FakeNcesId,,,Student82,Meredith,Thomas,2025-05-11 05:22:01.000000,2025,TestSession638735,Interim,IAB,Grade 4 ELA - Make and Support Inferences (Informational) (FIAB),ELA,04,Partial,NS,2,2374,128.506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FakeDistrictId,FakeDistrictName,FakeNcesId,,,Student83,Matthew,Gross,2025-04-24 14:11:17.287000,2025,TestSession695277,Interim,IAB,Grade 4 ELA - Make and Support Inferences (Literary) (FIAB),ELA,04,Complete,NS,2,2499,44.7405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FakeDistrictId,FakeDistrictName,FakeNcesId,,,Student84,Timothy,Hammond,2025-03-26 05:22:01.000000,2025,TestSession159061,Interim,IAB,Grade 4 ELA - Performance Task - Reptiles (IAB),ELA,04,Partial,SD,1,2140,214.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FakeDistrictId,FakeDistrictName,FakeNcesId,,,Student85,Theresa,Ramsey,2025-06-08 06:07:47.000000,2025,TestSession689236,Interim,IAB,Grade 4 ELA - Read Informational Texts (IAB),ELA,04,Partial,NS,2,2402,101.814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FakeDistrictId,FakeDistrictName,FakeNcesId,,,Student86,Brittany,Cummings,2025-02-26 15:12:30.313000,2025,TestSession397819,Interim,IAB,Grade 4 ELA - Read Literary Texts (IAB),ELA,04,Complete,SD,3,2690,72.1251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FakeDistrictId,FakeDistrictName,FakeNcesId,,,Student87,Sara,Garcia,2025-01-27 14:01:58.727000,2025,TestSession589940,Interim,IAB,Grade 4 ELA - Research (IAB),ELA,04,Complete,SD,3,2597,59.0203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FakeDistrictId,FakeDistrictName,FakeNcesId,,,Student88,Brandon,Conner,2025-03-10 14:19:39.343000,2025,TestSession713921,Interim,IAB,Grade 4 ELA - Research: Analyze Information (FIAB),ELA,04,Complete,NS,2,2452,49.523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FakeDistrictId,FakeDistrictName,FakeNcesId,,,Student89,Melissa,Barrett,2025-03-04 14:38:48.610000,2025,TestSession103784,Interim,IAB,Grade 4 ELA - Research: Interpret and Integrate (FIAB),ELA,04,Complete,NS,3,2606,58.1164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FakeDistrictId,FakeDistrictName,FakeNcesId,,,Student90,Stephen,Adams,2025-05-05 05:21:51.000000,2025,TestSession133118,Interim,IAB,Grade 4 ELA - Research: Use Evidence (FIAB),ELA,04,Partial,SD,1,2140,214.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FakeDistrictId,FakeDistrictName,FakeNcesId,,,Student91,Tracey,Thornton,2025-03-17 13:16:32.007000,2025,TestSession225018,Interim,IAB,Grade 4 ELA - Revision (IAB),ELA,04,Complete,NS,2,2441,51.6525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FakeDistrictId,FakeDistrictName,FakeNcesId,,,Student92,Valerie,Guerrero,2025-04-06 05:36:59.000000,2025,TestSession708571,Interim,IAB,Grade 4 ELA - Write and Revise Informational Texts (FIAB),ELA,04,Partial,SD,1,2290,105.874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FakeDistrictId,FakeDistrictName,FakeNcesId,,,Student93,Melissa,Hall,2025-04-29 06:07:01.000000,2025,TestSession220493,Interim,IAB,Grade 4 ELA - Write and Revise Narratives (FIAB),ELA,04,Partial,SD,2,2206,214.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FakeDistrictId,FakeDistrictName,FakeNcesId,,,Student94,Jennifer,Davis,2025-01-16 16:28:58.800000,2025,TestSession548614,Interim,IAB,Grade 4 ELA - Write and Revise Opinion Texts (FIAB),ELA,04,Complete,SD,3,2614,65.0921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FakeDistrictId,FakeDistrictName,FakeNcesId,,,Student95,Mark,West,2025-01-31 12:54:05.260000,2025,TestSession325276,Interim,IAB,Grade 4 ELPAC IA-Listening I,ELPAC,04,Complete,NS,3,1800,999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FakeDistrictId,FakeDistrictName,FakeNcesId,,,Student96,Alexandra,Holder,2025-05-02 13:06:57.000000,2025,TestSession875341,Interim,IAB,Grade 4 ELPAC IA-Listening II,ELPAC,04,Partial,NS,1,1392,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FakeDistrictId,FakeDistrictName,FakeNcesId,,,Student97,Crystal,Rodriguez,2024-10-02 14:26:51.113000,2025,TestSession974477,Interim,IAB,Grade 4 ELPAC IA-Reading I,ELPAC,04,Complete,SD,2,1568,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FakeDistrictId,FakeDistrictName,FakeNcesId,,,Student98,Lauren,Wolf,2025-05-02 13:06:57.000000,2025,TestSession325469,Interim,IAB,Grade 4 ELPAC IA-Reading II,ELPAC,04,Partial,NS,1,1466,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FakeDistrictId,FakeDistrictName,FakeNcesId,,,Student99,Maria,Donovan,2024-10-30 14:18:36.937000,2025,TestSession927578,Interim,IAB,Grade 4 ELPAC IA-Speaking I,ELPAC,04,Complete,SD,3,1800,999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FakeDistrictId,FakeDistrictName,FakeNcesId,,,Student100,Kimberly,Holmes,2024-10-16 14:43:20.690000,2025,TestSession521784,Interim,IAB,Grade 4 ELPAC IA-Writing I,ELPAC,04,Complete,SD,3,1568,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FakeDistrictId,FakeDistrictName,FakeNcesId,,,Student101,Elizabeth,Brown,2024-10-28 14:45:02.973000,2025,TestSession332669,Interim,IAB,Grade 4 ELPAC IA-Writing II,ELPAC,04,Complete,NS,2,1504,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FakeDistrictId,FakeDistrictName,FakeNcesId,,,Student102,Nicholas,Russell,2025-03-12 17:37:39.510000,2025,TestSession841536,Interim,IAB,Grade 4 MATH - Build Fractions from Unit Fractions (FIAB),Math,04,Complete,SD,3,2657,70.9706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FakeDistrictId,FakeDistrictName,FakeNcesId,,,Student103,Jill,Brown,2025-06-22 05:52:00.000000,2025,TestSession104906,Interim,IAB,Grade 4 MATH - Factors and Multiples (FIAB),Math,04,Partial,NS,1,2359,53.3987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FakeDistrictId,FakeDistrictName,FakeNcesId,,,Student104,Jamie,Allen,2025-03-13 17:46:59.413000,2025,TestSession795267,Interim,IAB,"Grade 4 MATH - Four Operations: Interpret, Represent, and Solve (FIAB)",Math,04,Complete,SD,3,2619,63.8144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FakeDistrictId,FakeDistrictName,FakeNcesId,,,Student105,James,Kennedy,2025-05-02 13:19:40.067000,2025,TestSession216799,Interim,IAB,Grade 4 MATH - Fraction Equivalence and Ordering (FIAB),Math,04,Complete,SD,2,2512,23.9528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FakeDistrictId,FakeDistrictName,FakeNcesId,,,Student106,Victoria,Murphy,2024-12-13 12:33:58.677000,2025,TestSession461650,Interim,IAB,Grade 4 MATH - Fractions and Decimal Notation (FIAB),Math,04,Complete,SD,2,2520,37.137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FakeDistrictId,FakeDistrictName,FakeNcesId,,,Student107,Carlos,Smith,2025-04-21 13:15:33.277000,2025,TestSession246511,Interim,IAB,Grade 4 MATH - Generate and Analyze Patterns (FIAB),Math,04,Complete,SD,3,2569,53.6715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FakeDistrictId,FakeDistrictName,FakeNcesId,,,Student108,Julie,Long,2025-02-11 13:20:46.060000,2025,TestSession417039,Interim,IAB,Grade 4 MATH - Geometry (FIAB),Math,04,Complete,SD,2,2274,154.577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FakeDistrictId,FakeDistrictName,FakeNcesId,,,Student109,Valerie,Wright,2025-03-03 16:13:25.377000,2025,TestSession410681,Interim,ICA,Grade 4 MATH - Interim Comprehensive Assessment (ICA),Math,04,Complete,SD,2,2484,19.261,,,,,,,,,,,,,,,,,,,2,2,3,,,,,,,,,,,,,,,,
FakeDistrictId,FakeDistrictName,FakeNcesId,,,Student110,Teresa,Edwards,2025-04-29 17:34:10.720000,2025,TestSession877414,Interim,IAB,Grade 4 MATH - Measurement and Data (IAB),Math,04,Complete,SD,3,2700,67.263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FakeDistrictId,FakeDistrictName,FakeNcesId,,,Student111,Tiffany,Randolph,2025-05-02 15:09:54.700000,2025,TestSession401245,Interim,IAB,Grade 4 MATH - Multidigit Arithmetic: Place Value and Operations (FIAB),Math,04,Complete,SD,2,2512,36.0468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FakeDistrictId,FakeDistrictName,FakeNcesId,,,Student112,Richard,Davis,2025-02-11 14:26:45.000000,2025,TestSession274517,Interim,IAB,Grade 4 MATH - Number and Operations - Fractions (IAB),Math,04,Complete,SD,3,2553,38.4123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FakeDistrictId,FakeDistrictName,FakeNcesId,,,Student113,Christine,Willis,2025-03-24 11:56:16.707000,2025,TestSession604627,Interim,IAB,Grade 4 MATH - Number and Operations in Base Ten (IAB),Math,04,Complete,NS,2,2535,40.9711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FakeDistrictId,FakeDistrictName,FakeNcesId,,,Student114,Dana,Thomas,2025-06-17 06:21:51.000000,2025,TestSession809428,Interim,IAB,Grade 4 MATH - Operations and Algebraic Thinking (IAB),Math,04,Complete,SD,1,2419,30.4506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FakeDistrictId,FakeDistrictName,FakeNcesId,,,Student115,Mary,Cooper,2025-04-03 05:36:57.000000,2025,TestSession893794,Interim,IAB,Grade 4 MATH - Performance Task - Animal Jumping (IAB),Math,04,Partial,NS,2,2419,95.405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FakeDistrictId,FakeDistrictName,FakeNcesId,,,Student116,Logan,Jones,2025-03-24 05:21:51.000000,2025,TestSession682280,Interim,IAB,Grade 4 MATH - Place Value and Multidigit Whole Numbers (FIAB),Math,04,Partial,NS,2,2463,53.8961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FakeDistrictId,FakeDistrictName,FakeNcesId,,,Student117,Andrew,Cole,2025-04-14 05:36:59.000000,2025,TestSession611102,Interim,IAB,Grade 5 CAST IA-I,CAST,05,Partial,NS,1,161,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FakeDistrictId,FakeDistrictName,FakeNcesId,,,Student118,Dean,Parker,2025-04-20 05:21:50.000000,2025,TestSession604215,Interim,IAB,Grade 5 CAST IA-II,CAST,05,Complete,NS,1,185,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FakeDistrictId,FakeDistrictName,FakeNcesId,,,Student119,Joan,Webster,2025-02-26 15:00:48.443000,2025,TestSession496555,Interim,IAB,Grade 5 ELA - Editing (FIAB),ELA,05,Complete,SD,3,2629,54.1219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FakeDistrictId,FakeDistrictName,FakeNcesId,,,Student120,Sean,Walker,2025-02-06 14:49:37.563000,2025,TestSession466463,Interim,ICA,Grade 5 ELA - Interim Comprehensive Assessment (ICA),ELA,05,Complete,SD,1,2417,27.3858,,,,,,,,,,,,,,,,,,,1,2,2,1,,,,,,,,,,,,,,,
FakeDistrictId,FakeDistrictName,FakeNcesId,,,Student121,Courtney,Cruz,2025-01-09 16:52:26.413000,2025,TestSession750805,Interim,IAB,Grade 5 ELA - Language and Vocabulary Use (FIAB),ELA,05,Complete,SD,1,2396,47.0842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FakeDistrictId,FakeDistrictName,FakeNcesId,,,Student122,Traci,Cannon,2025-05-17 06:06:57.000000,2025,TestSession937801,Interim,IAB,Grade 5 ELA - Listen/Interpret (FIAB),ELA,05,Partial,NS,2,2526,66.0114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FakeDistrictId,FakeDistrictName,FakeNcesId,,,Student123,Michaela,Nelson,2025-06-07 05:51:52.000000,2025,TestSession448933,Interim,IAB,Grade 5 ELA - Make and Support Inferences (Informational) (FIAB),ELA,05,Partial,SD,2,2501,50.1684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FakeDistrictId,FakeDistrictName,FakeNcesId,,,Student124,Katie,Henderson,2025-06-09 06:21:54.000000,2025,TestSession316435,Interim,IAB,Grade 5 ELA - Make and Support Inferences (Literary) (FIAB),ELA,05,Complete,NS,2,2556,53.1584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FakeDistrictId,FakeDistrictName,FakeNcesId,,,Student125,Jonathan,Wilson,2024-10-31 12:33:09.830000,2025,TestSession908077,Interim,IAB,Grade 5 ELA - Performance Task - Recycling (IAB),ELA,05,Complete,NS,1,2200,135.107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FakeDistrictId,FakeDistrictName,FakeNcesId,,,Student126,William,Banks,2025-03-25 14:18:03.597000,2025,TestSession606144,Interim,IAB,Grade 5 ELA - Read Informational Texts (IAB),ELA,05,Complete,SD,2,2409,71.0322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FakeDistrictId,FakeDistrictName,FakeNcesId,,,Student127,Jonathan,Davis,2025-06-14 06:21:53.000000,2025,TestSession563177,Interim,IAB,Grade 5 ELA - Read Literary Texts (IAB),ELA,05,Partial,NS,1,2200,214.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FakeDistrictId,FakeDistrictName,FakeNcesId,,,Student128,Brenda,Rose,2025-03-10 14:02:23.513000,2025,TestSession200396,Interim,IAB,Grade 5 ELA - Research (IAB),ELA,05,Complete,SD,2,2551,40.8976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FakeDistrictId,FakeDistrictName,FakeNcesId,,,Student129,Jennifer,Cline,2025-03-24 14:59:11.437000,2025,TestSession895179,Interim,IAB,Grade 5 ELA - Research: Analyze Information (FIAB),ELA,05,Complete,SD,2,2577,54.1134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FakeDistrictId,FakeDistrictName,FakeNcesId,,,Student130,Garrett,Mcpherson,2025-04-02 14:35:48.980000,2025,TestSession936422,Interim,IAB,Grade 5 ELA - Research: Interpret and Integrate (FIAB),ELA,05,Complete,SD,1,2403,52.6345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FakeDistrictId,FakeDistrictName,FakeNcesId,,,Student131,Keith,Paul,2025-01-16 16:46:30.587000,2025,TestSession423204,Interim,IAB,Grade 5 ELA - Research: Use Evidence (FIAB),ELA,05,Complete,NS,1,2383,63.258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FakeDistrictId,FakeDistrictName,FakeNcesId,,,Student132,Jimmy,Wolf,2025-02-04 16:49:08.917000,2025,TestSession921956,Interim,IAB,Grade 5 ELA - Revision (IAB),ELA,05,Complete,SD,2,2547,48.376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FakeDistrictId,FakeDistrictName,FakeNcesId,,,Student133,Michael,Mills,2025-04-01 14:46:45.363000,2025,TestSession551351,Interim,IAB,Grade 5 ELA - Write and Revise Informational Texts (FIAB),ELA,05,Complete,SD,3,2661,65.7927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FakeDistrictId,FakeDistrictName,FakeNcesId,,,Student134,Nicole,Gallagher,2024-10-24 12:22:17.787000,2025,TestSession147396,Interim,IAB,Grade 5 ELA - Write and Revise Narratives (FIAB),ELA,05,Complete,SD,2,2507,46.2046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FakeDistrictId,FakeDistrictName,FakeNcesId,,,Student135,Katherine,Hendricks,2025-04-08 14:12:06.557000,2025,TestSession953201,Interim,IAB,Grade 5 ELA - Write and Revise Opinion Texts (FIAB),ELA,05,Complete,SD,2,2483,55.0537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FakeDistrictId,FakeDistrictName,FakeNcesId,,,Student136,Robert,King,2025-04-05 05:36:59.000000,2025,TestSession948430,Interim,IAB,Grade 5 ELPAC IA-Listening I,ELPAC,05,Partial,SD,1,1390,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FakeDistrictId,FakeDistrictName,FakeNcesId,,,Student137,Maria,Silva,2024-10-30 11:43:13.663000,2025,TestSession304287,Interim,IAB,Grade 5 ELPAC IA-Listening II,ELPAC,05,Complete,SD,2,1441,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FakeDistrictId,FakeDistrictName,FakeNcesId,,,Student138,Joseph,Hendrix,2025-02-20 18:04:48.957000,2025,TestSession496598,Interim,IAB,Grade 5 ELPAC IA-Reading I,ELPAC,05,Complete,SD,2,1540,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FakeDistrictId,FakeDistrictName,FakeNcesId,,,Student139,Patricia,Marsh,2024-10-30 12:03:40.273000,2025,TestSession361064,Interim,IAB,Grade 5 ELPAC IA-Reading II,ELPAC,05,Complete,SD,3,1800,999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FakeDistrictId,FakeDistrictName,FakeNcesId,,,Student140,Steven,Brock,2025-02-13 17:21:46.127000,2025,TestSession760316,Interim,IAB,Grade 5 ELPAC IA-Speaking I,ELPAC,05,Complete,SD,3,1800,999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FakeDistrictId,FakeDistrictName,FakeNcesId,,,Student141,Raymond,Roberts,2025-02-04 14:01:46.783000,2025,TestSession956404,Interim,IAB,Grade 5 ELPAC IA-Writing I,ELPAC,05,Complete,NS,1,1462,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FakeDistrictId,FakeDistrictName,FakeNcesId,,,Student142,Lisa,Obrien,2024-11-19 13:27:59.160000,2025,TestSession690751,Interim,IAB,Grade 5 ELPAC IA-Writing II,ELPAC,05,Complete,SD,2,1521,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FakeDistrictId,FakeDistrictName,FakeNcesId,,,Student143,Julia,Jones,2025-03-24 14:12:14.767000,2025,TestSession773105,Interim,IAB,Grade 5 MATH - Add and Subtract with Equivalent Fractions (FIAB),Math,05,Complete,SD,3,2637,51.6455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FakeDistrictId,FakeDistrictName,FakeNcesId,,,Student144,Alexandra,Butler,2025-06-29 15:06:57.000000,2025,TestSession692591,Interim,IAB,Grade 5 MATH - Convert Measurements (FIAB),Math,05,Partial,NS,1,2463,42.7122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FakeDistrictId,FakeDistrictName,FakeNcesId,,,Student145,Billy,Richard,2025-04-07 13:59:53.143000,2025,TestSession643203,Interim,IAB,Grade 5 MATH - Geometry (FIAB),Math,05,Complete,SD,3,2728,90.6926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FakeDistrictId,FakeDistrictName,FakeNcesId,,,Student146,Shawn,Mendoza,2024-09-19 12:20:46.053000,2025,TestSession841791,Interim,ICA,Grade 5 MATH - Interim Comprehensive Assessment (ICA),Math,05,Complete,SD,4,2592,23.5252,,,,,,,,,,,,,,,,,,,2,3,3,,,,,,,,,,,,,,,,
FakeDistrictId,FakeDistrictName,FakeNcesId,,,Student147,Becky,Howell,2025-05-29 13:08:42.353000,2025,TestSession152534,Interim,IAB,Grade 5 MATH - Measurement and Data (IAB),Math,05,Complete,SD,2,2568,35.3979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FakeDistrictId,FakeDistrictName,FakeNcesId,,,Student148,David,Gonzalez,2025-03-19 14:06:03.370000,2025,TestSession936903,Interim,IAB,Grade 5 MATH - Multiply and Divide Fractions I (FIAB),Math,05,Complete,NS,3,2740,91.1761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FakeDistrictId,FakeDistrictName,FakeNcesId,,,Student149,Corey,Little,2025-04-04 13:52:14.337000,2025,TestSession876980,Interim,IAB,Grade 5 MATH - Multiply and Divide Fractions II (FIAB),Math,05,Complete,SD,3,2698,76.314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FakeDistrictId,FakeDistrictName,FakeNcesId,,,Student150,Geoffrey,Neal,2025-02-11 17:18:38.010000,2025,TestSession449505,Interim,IAB,Grade 5 MATH - Number and Operations - Fractions (IAB),Math,05,Complete,SD,3,2582,35.321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FakeDistrictId,FakeDistrictName,FakeNcesId,,,Student151,Krystal,Goodman,2024-11-06 14:45:43.633000,2025,TestSession969676,Interim,IAB,Grade 5 MATH - Number and Operations in Base Ten (IAB),Math,05,Complete,SD,2,2578,37.9182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FakeDistrictId,FakeDistrictName,FakeNcesId,,,Student152,Tina,Holmes,2025-03-27 16:18:24.007000,2025,TestSession106922,Interim,IAB,Grade 5 MATH - Numerical Expressions (FIAB),Math,05,Complete,SD,3,2666,52.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FakeDistrictId,FakeDistrictName,FakeNcesId,,,Student153,Amanda,Lane,2025-04-04 16:54:45.910000,2025,TestSession600472,Interim,IAB,Grade 5 MATH - Operations and Algebraic Thinking (IAB),Math,07,Complete,SD,2,2546,48.9461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FakeDistrictId,FakeDistrictName,FakeNcesId,,,Student154,Cassandra,Stone,2024-10-09 13:59:24.877000,2025,TestSession427254,Interim,IAB,Grade 5 MATH - Operations with Whole Numbers and Decimals (FIAB),Math,05,Complete,SD,1,2434,44.5887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FakeDistrictId,FakeDistrictName,FakeNcesId,,,Student155,Jonathon,Miles,2025-05-28 05:37:02.000000,2025,TestSession425823,Interim,IAB,Grade 5 MATH - Performance Task - Turtle Habitat (IAB),Math,05,Partial,NS,2,2484,101.593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FakeDistrictId,FakeDistrictName,FakeNcesId,,,Student156,Kathryn,Reed,2025-01-24 15:03:19.617000,2025,TestSession521244,Interim,IAB,Grade 5 MATH - Place Value System (FIAB),Math,05,Complete,SD,3,2740,121.437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FakeDistrictId,FakeDistrictName,FakeNcesId,,,Student157,Cory,Willis,2025-01-30 14:46:24.193000,2025,TestSession524638,Interim,IAB,Grade 5 MATH - Volume Concepts (FIAB),Math,05,Complete,SD,1,2443,46.8821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FakeDistrictId,FakeDistrictName,FakeNcesId,,,Student158,John,Murphy,2025-04-04 13:15:47.343000,2025,TestSession711899,Interim,IAB,Grade 6 ELA - Brief Writes (IAB),ELA,06,Complete,NS,1,2230,214.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FakeDistrictId,FakeDistrictName,FakeNcesId,,,Student159,Nancy,Norton,2025-04-07 16:57:39.120000,2025,TestSession787887,Interim,IAB,Grade 6 ELA - Editing (FIAB),ELA,06,Complete,NS,2,2539,59.7591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FakeDistrictId,FakeDistrictName,FakeNcesId,,,Student160,Stephanie,Aguilar,2025-02-20 05:21:57.000000,2025,TestSession497655,Interim,ICA,Grade 6 ELA - Interim Comprehensive Assessment (ICA),ELA,06,Partial,SD,1,2302,121.953,,,,,,,,,,,,,,,,,,,1,2,1,1,,,,,,,,,,,,,,,
FakeDistrictId,FakeDistrictName,FakeNcesId,,,Student161,Jessica,Wright,2024-10-10 13:35:37.000000,2025,TestSession882236,Interim,IAB,Grade 6 ELA - Language and Vocabulary Use (FIAB),ELA,06,Complete,NS,1,2407,60.6318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FakeDistrictId,FakeDistrictName,FakeNcesId,,,Student162,Colleen,Pierce,2025-04-29 05:52:01.000000,2025,TestSession142886,Interim,IAB,Grade 6 ELA - Listen/Interpret (FIAB),ELA,06,Partial,SD,2,2558,53.936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FakeDistrictId,FakeDistrictName,FakeNcesId,,,Student163,James,Walsh,2025-02-26 12:12:33.870000,2025,TestSession352656,Interim,IAB,Grade 6 ELA - Make and Support Inferences (Informational) (FIAB),ELA,06,Complete,SD,1,2447,53.3666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
