Assessment,Assessment Language,State,District,School,Local ID,State ID,FAST ID,First Name,Last Name,Gender,DOB,Race,Special Ed. Status,Grade,Unnamed: 15,Fall aMath Test Theta,Fall aMath Percentile at School,Fall aMath Percentile at LEA,Fall aMath Percentile at Nation,Fall aMath Risk Level,Fall aMath Final Date,Winter aMath Test Theta,Winter aMath Percentile at School,Winter aMath Percentile at LEA,Winter aMath Percentile at Nation,Winter aMath Risk Level,Winter aMath Final Date,Growth Score from Fall to Winter,School Growth Percentile from Fall to Winter,District Growth Percentile from Fall to Winter,National Growth Percentile from Fall to Winter,Growth Percentile by Start Score from Fall to Winter,Spring aMath Test Theta,Spring aMath Percentile at School,Spring aMath Percentile at LEA,Spring aMath Percentile at Nation,Spring aMath Risk Level,Spring aMath Final Date,Growth Score from Fall to Spring,School Growth Percentile from Fall to Spring,District Growth Percentile from Fall to Spring,National Growth Percentile from Fall to Spring,Growth Percentile by Start Score from Fall to Spring,Growth Score from Winter to Spring,School Growth Percentile from Winter to Spring,District Growth Percentile from Winter to Spring,National Growth Percentile from Winter to Spring,Growth Percentile by Start Score from Winter to Spring,Screening Period 4 aMath Test Theta,Screening Period 4 aMath Percentile at School,Screening Period 4 aMath Percentile at LEA,Screening Period 4 aMath Percentile at Nation,Screening Period 4 aMath Risk Level,Screening Period 4 aMath Final Date,Growth Score from Fall to Screening Period 4,School Growth Percentile from Fall to Screening Period 4,District Growth Percentile from Fall to Screening Period 4,National Growth Percentile from Fall to Screening Period 4,Growth Percentile by Start Score from Fall to Screening Period 4,Growth Score from Winter to Screening Period 4,School Growth Percentile from Winter to Screening Period 4,District Growth Percentile from Winter to Screening Period 4,National Growth Percentile from Winter to Screening Period 4,Growth Percentile by Start Score from Winter to Screening Period 4,Growth Score from Spring to Screening Period 4,School Growth Percentile from Spring to Screening Period 4,District Growth Percentile from Spring to Screening Period 4,National Growth Percentile from Spring to Screening Period 4,Growth Percentile by Start Score from Spring to Screening Period 4,Screening Period 5 aMath Test Theta,Screening Period 5 aMath Percentile at School,Screening Period 5 aMath Percentile at LEA,Screening Period 5 aMath Percentile at Nation,Screening Period 5 aMath Risk Level,Screening Period 5 aMath Final Date,Growth Score from Fall to Screening Period 5,School Growth Percentile from Fall to Screening Period 5,District Growth Percentile from Fall to Screening Period 5,National Growth Percentile from Fall to Screening Period 5,Growth Percentile by Start Score from Fall to Screening Period 5,Growth Score from Winter to Screening Period 5,School Growth Percentile from Winter to Screening Period 5,District Growth Percentile from Winter to Screening Period 5,National Growth Percentile from Winter to Screening Period 5,Growth Percentile by Start Score from Winter to Screening Period 5,Growth Score from Spring to Screening Period 5,School Growth Percentile from Spring to Screening Period 5,District Growth Percentile from Spring to Screening Period 5,National Growth Percentile from Spring to Screening Period 5,Growth Percentile by Start Score from Spring to Screening Period 5,Growth Score from Screening Period 4 to Screening Period 5,School Growth Percentile from Screening Period 4 to Screening Period 5,District Growth Percentile from Screening Period 4 to Screening Period 5,National Growth Percentile from Screening Period 4 to Screening Period 5,Growth Percentile by Start Score from Screening Period 4 to Screening Period 5,Fall Quantile,Winter Quantile,Spring Quantile,Screening Period 4 Quantile,Screening Period 5 Quantile
aMath,Assessment Language,MO,Hazelwood School District,Arrowpoint Elementary School,23362,604947,865898,KATRINA,MILLER,Male,2018-08-16,,Special Ed,Four,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aMath,Assessment Language,MO,Hazelwood School District,Hazelwood Central High,69892,605030,870297,KAREN,GREGORY,Female,2016-06-12,,Special Ed,Eleven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aMath,Assessment Language,MO,Hazelwood School District,Hazelwood Central Middle School,73366,605018,855119,MELISSA,MILLER,Male,2016-11-27,,Special Ed,Eight,,189.8389,2.7777777,N/A*,1.0,highRisk,9/10/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EM265Q,,,,
aMath,Assessment Language,MO,Hazelwood School District,Brown School,55553,605250,792338,BRIANNA,TORRES,Male,2017-10-03,,Special Ed,Three,,195.82982,N/A*,N/A*,14.0,someRisk,10/7/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EM65Q,,,,
aMath,Assessment Language,MO,Hazelwood School District,Hazelwood West Sr High,76953,604992,571134,KEVIN,SMITH,Male,2019-01-24,White,Special Ed,Nine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aMath,Assessment Language,MO,Hazelwood School District,Hazelwood Central Middle School,73555,605256,380856,BRADLEY,WEBB,Female,2018-07-10,,Special Ed,Eight,,191.25026,5.5555553,N/A*,1.0,highRisk,8/26/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EM235Q,,,,
aMath,Assessment Language,MO,Hazelwood School District,Jury School,28579,605547,344714,ERIN,MONTGOMERY,Male,2016-01-29,,Special Ed,One,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aMath,Assessment Language,MO,Hazelwood School District,Hazelwood Southeast Middle School,23278,605727,496835,MEGHAN,QUINN,Female,2018-01-07,,Special Ed,Eight,,198.1089,33.333332,N/A*,1.0,highRisk,9/4/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0Q,,,,
aMath,Assessment Language,MO,Hazelwood School District,Hazelwood East High,31023,605151,631782,CARLA,JACKSON,Male,2016-03-14,,Special Ed,Ten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aMath,Assessment Language,MO,Hazelwood School District,Hazelwood West Sr High,91969,605455,535264,ADAM,NICHOLS,Female,2017-09-19,,Special Ed,Twelve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aMath,Assessment Language,MO,Hazelwood School District,Hazelwood North Middle School,35561,605419,925450,JONATHAN,CAMPBELL,Male,2017-09-15,,Special Ed,Seven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aMath,Assessment Language,MO,Hazelwood School District,Hazelwood West Sr High,27562,604843,354335,DANIEL,CARDENAS,Male,2016-02-01,,Special Ed,Twelve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aMath,Assessment Language,MO,Hazelwood School District,Hazelwood Central High,42190,604875,284786,JAMES,MITCHELL,Male,2019-07-15,,Special Ed,Ten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aMath,Assessment Language,MO,Hazelwood School District,Hazelwood West Sr High,45890,604840,548646,NANCY,BARBER,Male,2018-11-17,White,Special Ed,Ten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aMath,Assessment Language,MO,Hazelwood School District,Hazelwood East High,57249,605580,734077,PAUL,MARQUEZ,Female,2017-11-23,,Special Ed,Eleven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aMath,Assessment Language,MO,Hazelwood School District,Russell School,40269,604837,875659,VANESSA,CHEN,Male,2016-08-25,,Special Ed,Two,,192.04465,N/A*,N/A*,20.0,someRisk,8/27/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EM200Q,,,,
aMath,Assessment Language,MO,Hazelwood School District,Brown School,83766,605600,697125,RICHARD,STEVENS,Male,2016-04-10,White,Special Ed,Two,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aMath,Assessment Language,MO,Hazelwood School District,Mccurdy School,73392,604933,385832,RUSSELL,SALINAS,Male,2019-12-21,,Special Ed,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aMath,Assessment Language,MO,Hazelwood School District,Jury School,30891,605076,691968,DANIEL,SANCHEZ,Female,2016-12-25,,Special Ed,Four,,193.4,N/A*,N/A*,4.0,highRisk,9/9/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EM165Q,,,,
aMath,Assessment Language,MO,Hazelwood School District,Mccurdy School,46817,604854,425904,MONICA,MONTES,Male,2018-12-16,,Special Ed,Four,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aMath,Assessment Language,MO,Hazelwood School District,Jury School,29448,605097,391947,TRACIE,OCONNOR,Female,2016-05-14,,Special Ed,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aMath,Assessment Language,MO,Hazelwood School District,Hazelwood West Sr High,10480,605640,675190,DAWN,ANDERSON,Male,2018-11-27,,Special Ed,Nine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aMath,Assessment Language,MO,Hazelwood School District,Lawson School,21984,605457,368775,DYLAN,FLEMING,Male,2017-07-27,,Special Ed,Five,,200.34636,N/A*,N/A*,8.0,highRisk,8/27/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70Q,,,,
aMath,Assessment Language,MO,Hazelwood School District,Hazelwood Northwest Middle School,49334,605299,613811,JOHN,WILLIAMS,Male,2019-05-24,,Special Ed,Six,,192.74086,N/A*,N/A*,1.0,highRisk,9/4/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EM165Q,,,,
aMath,Assessment Language,MO,Hazelwood School District,Hazelwood Central High,62457,605756,790388,MIKE,RYAN,Male,2016-08-05,,Special Ed,Eleven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aMath,Assessment Language,MO,Hazelwood School District,Twillman School,39867,605647,218551,THOMAS,HOLLOWAY,Male,2016-07-04,,Special Ed,Five,,189.9135,N/A*,N/A*,1.0,highRisk,9/5/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EM265Q,,,,
aMath,Assessment Language,MO,Hazelwood School District,Hazelwood Northwest Middle School,44223,605526,313156,CASSANDRA,GALLOWAY,Male,2016-12-06,,Special Ed,Seven,,186.77695,N/A*,N/A*,1.0,highRisk,9/3/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EM370Q,,,,
aMath,Assessment Language,MO,Hazelwood School District,Hazelwood Central High,77934,605725,300153,KIMBERLY,FLETCHER,Female,2016-02-03,,Special Ed,Nine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aMath,Assessment Language,MO,Hazelwood School District,Hazelwood Southeast Middle School,87983,605471,807506,KATHERINE,BENTON,Male,2018-10-31,,Special Ed,Eight,,197.48402,26.666666,N/A*,1.0,highRisk,9/9/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EM30Q,,,,
aMath,Assessment Language,MO,Hazelwood School District,Grannemann Elementary,53279,604852,244289,KIMBERLY,CLARK,Male,2017-07-09,,Special Ed,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aMath,Assessment Language,MO,Hazelwood School District,Hazelwood North Middle School,20479,605015,106999,RYAN,PAUL,Female,2016-03-14,,Special Ed,Six,,183.98566,N/A*,N/A*,1.0,highRisk,10/9/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EM470Q,,,,
aMath,Assessment Language,MO,Hazelwood School District,Hazelwood West Sr High,55457,604950,104998,RONALD,BURKE,Male,2019-03-19,,Special Ed,Ten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aMath,Assessment Language,MO,Hazelwood School District,Hazelwood West Sr High,11661,604895,365362,JOSEPH,MEADOWS,Female,2018-09-02,White,Special Ed,Twelve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aMath,Assessment Language,MO,Hazelwood School District,Armstrong School,97557,605688,949981,JONATHAN,ADKINS,Male,2017-04-19,,Special Ed,One,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aMath,Assessment Language,MO,Hazelwood School District,Hazelwood West Sr High,26271,605616,103049,DARLENE,ALLEN,Female,2016-07-04,,Special Ed,Ten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aMath,Assessment Language,MO,Hazelwood School District,Cold Water School,40901,605503,489175,MEGHAN,FISCHER,Male,2017-03-29,,Special Ed,Two,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aMath,Assessment Language,MO,Hazelwood School District,Armstrong School,12759,605145,678578,LISA,STEVENS,Male,2017-02-04,White,Special Ed,One,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aMath,Assessment Language,MO,Hazelwood School District,Hazelwood East High,90119,605172,689858,AMY,WALLACE,Male,2018-01-03,,Special Ed,Twelve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aMath,Assessment Language,MO,Hazelwood School District,Russell School,43239,605621,315740,SANDRA,HANSON,Female,2018-02-09,,Special Ed,Five,,200.51271,42.857143,N/A*,8.0,highRisk,10/10/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100Q,,,,
aMath,Assessment Language,MO,Hazelwood School District,Hazelwood East High,95484,605239,178982,JENNIFER,TRUJILLO,Female,2018-06-03,,Special Ed,Eleven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aMath,Assessment Language,MO,Hazelwood School District,Lawson School,24312,604924,569471,MELISSA,MORENO,Male,2016-02-25,,Special Ed,Four,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aMath,Assessment Language,MO,Hazelwood School District,Russell School,79460,604881,544041,ERIKA,STEWART,Male,2019-10-03,White,Special Ed,Four,,212.69588,90,N/A*,61.0,lowRisk,9/19/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505Q,,,,
aMath,Assessment Language,MO,Hazelwood School District,Lusher School,76033,605462,389262,MELISSA,DAVIS,Male,2019-12-19,,Special Ed,One,,173.01585,N/A*,N/A*,2.0,highRisk,9/26/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EM840Q,,,,
aMath,Assessment Language,MO,Hazelwood School District,Lawson School,80234,605508,643836,DOUGLAS,LUTZ,Female,2018-10-23,,Special Ed,One,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aMath,Assessment Language,MO,Hazelwood School District,Lawson School,24733,605183,431587,PATRICK,TYLER,Female,2017-01-21,,Special Ed,Two,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aMath,Assessment Language,MO,Hazelwood School District,Jury School,47444,604830,794977,BRENDAN,WILSON,Male,2016-01-15,,Special Ed,Two,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aMath,Assessment Language,MO,Hazelwood School District,Hazelwood Northwest Middle School,60308,605130,698097,PATRICK,VALDEZ,Male,2019-04-13,,Special Ed,Seven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aMath,Assessment Language,MO,Hazelwood School District,Hazelwood Central High,20295,605124,877521,JOSHUA,POTTER,Female,2018-05-20,,Special Ed,Ten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aMath,Assessment Language,MO,Hazelwood School District,Hazelwood Central High,41884,605569,363104,SAMUEL,PADILLA,Male,2017-09-20,,Special Ed,Ten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aMath,Assessment Language,MO,Hazelwood School District,Hazelwood North Middle School,59896,604883,838844,MICHAEL,RANDALL,Male,2018-06-03,,Special Ed,Eight,,213.35892,70.588234,N/A*,17.0,someRisk,9/26/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505Q,,,,
aMath,Assessment Language,MO,Hazelwood School District,Walker School,22573,605083,260390,DOUGLAS,HUNT,Male,2017-11-27,,Special Ed,Four,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aMath,Assessment Language,MO,Hazelwood School District,Grannemann Elementary,66605,605744,883940,LAURA,SMITH,Male,2017-04-10,,Special Ed,Five,,190.77528,N/A*,N/A*,1.0,highRisk,9/3/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EM235Q,,,,
aMath,Assessment Language,MO,Hazelwood School District,Barrington Elementary,30809,605342,312730,CAROLYN,REED,Female,2019-05-31,,Special Ed,Five,,193.65344,N/A*,N/A*,1.0,highRisk,9/16/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EM135Q,,,,
aMath,Assessment Language,MO,Hazelwood School District,Mcnair School,13673,605166,844054,ALEXANDER,BENNETT,Male,2017-07-16,White,Special Ed,Five,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aMath,Assessment Language,MO,Hazelwood School District,Hazelwood Southeast Middle School,41646,605036,541021,AMANDA,GALLAGHER,Female,2017-09-07,,Special Ed,Seven,,197.58968,N/A*,N/A*,2.0,highRisk,9/17/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0Q,,,,
aMath,Assessment Language,MO,Hazelwood School District,Barrington Elementary,76720,605169,388762,JAMES,COX,Male,2016-12-21,,Special Ed,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aMath,Assessment Language,MO,Hazelwood School District,Barrington Elementary,16439,605103,391883,JOHN,WASHINGTON,Male,2017-02-04,,Special Ed,Five,,198.56856,N/A*,N/A*,6.0,highRisk,9/10/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35Q,,,,
aMath,Assessment Language,MO,Hazelwood School District,Garrett School,22086,605192,110587,TAMMY,NEAL,Male,2017-08-08,,Special Ed,Two,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aMath,Assessment Language,MO,Hazelwood School District,Armstrong School,65231,605107,743974,GEORGE,JONES,Male,2017-09-05,,Special Ed,Five,,203.96794,N/A*,N/A*,11.0,highRisk,8/26/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205Q,,,,
aMath,Assessment Language,MO,Hazelwood School District,Hazelwood Central Middle School,55169,605760,261661,DANIEL,MATTHEWS,Male,2018-08-28,,Special Ed,Seven,,206.79326,60,N/A*,10.0,highRisk,9/16/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305Q,,,,
aMath,Assessment Language,MO,Hazelwood School District,Hazelwood East High,61179,605578,820288,DANIEL,SMITH,Male,2018-07-19,,Special Ed,Ten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aMath,Assessment Language,MO,Hazelwood School District,Garrett School,11482,605628,541000,VALERIE,WATTS,Male,2019-06-07,,Special Ed,Two,,186.8,,,6.0,highRisk,9/3/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aMath,Assessment Language,MO,Hazelwood School District,Hazelwood West Middle School,23479,604954,207782,JESSE,JOHNSON,Male,2019-08-10,,Special Ed,Seven,,209.72672,N/A*,N/A*,16.0,someRisk,9/12/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405Q,,,,
aMath,Assessment Language,MO,Hazelwood School District,Barrington Elementary,23382,605743,688468,LINDA,MCLEAN,Female,2017-10-30,,Special Ed,Three,,194.22302,N/A*,N/A*,9.0,highRisk,9/17/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EM135Q,,,,
aMath,Assessment Language,MO,Hazelwood School District,Hazelwood West Sr High,16164,605342,439456,LAURA,CURTIS,Male,2018-11-19,,Special Ed,Nine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aMath,Assessment Language,MO,Hazelwood School District,Jamestown School,57523,605105,418124,DONALD,FOX,Female,2017-10-27,,Special Ed,Five,,193.75368,27.272728,N/A*,2.0,highRisk,9/4/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EM135Q,,,,
aMath,Assessment Language,MO,Hazelwood School District,Hazelwood West Sr High,74060,604900,103288,KIMBERLY,SMITH,Male,2017-07-10,,Special Ed,Eleven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aMath,Assessment Language,MO,Hazelwood School District,Hazelwood East High,95517,605733,944531,SHANNON,FREEMAN,Male,2019-09-04,,Special Ed,Nine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aMath,Assessment Language,MO,Hazelwood School District,Brown School,82642,605190,856519,MISTY,FERNANDEZ,Male,2018-12-26,,Special Ed,Kindergarten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aMath,Assessment Language,MO,Hazelwood School District,Hazelwood Northwest Middle School,19463,605168,216175,PATRICIA,RAY,Male,2016-10-11,,Special Ed,Seven,,194.41418,N/A*,N/A*,1.0,highRisk,9/4/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EM135Q,,,,
aMath,Assessment Language,MO,Hazelwood School District,Lusher School,41546,605491,971049,BRANDON,WILSON,Female,2019-04-23,White,Special Ed,Three,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aMath,Assessment Language,MO,Hazelwood School District,Mccurdy School,57710,605459,417477,PAMELA,DORSEY,Male,2016-08-31,,Special Ed,Five,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
