student_number,suns,firstname,lastname,middlename,dob,gendercode,ishispanic,reportingethnicity,testfamilydefinition,administration,startdate,enddate,collectionid,schoolyear,districtcode,testadministration,datetaken,schoolcode,id,studentid,gradelevel,motorscore,motorpercentile,conceptsscore,conceptspercentile,languagescore,languagepercentile,totalscore,totalpercentile,transferitemid,source,_enrich_cansubmit,_enrich_datecollected,_enrich_datemodified,_enrich_datesubmitted,_enrich_errorcount,_enrich_externalid,_enrich_fileid,_enrich_id,_enrich_infocount,_enrich_isedited,_enrich_warningcount
11371,1111111371,Name261,LastName261,MiddleName261,2009-09-25T00:00:00Z,F,FALSE,M,DIAL-3 / DIAL-4,Fall 2014 DIAL-4,2014-08-06T00:00:00Z,2014-08-21T00:00:00Z,DIAH,2025,3205,0A510166-5A0E-4CB9-9657-9ADAEAC62D5E,2014-08-06T00:00:00Z,45,B34F1074-1D5D-48E2-BF66-8524CA4D00AC,049FB713-CF12-4D6D-A144-9A1EFF76184D,PK,21,12,23,36,15,11,,,,,TRUE,2024-11-25T11:45:35.577Z,2024-11-25T11:45:35.577Z,,0,b99a859b-1e77-42db-bd85-dfdb6153308b,10C21A26-AE6E-4EB0-8C42-34707A632526,E7F17BC5-9B1D-4956-9CCC-162DA8F5F959,0,FALSE,0
11372,1111111372,Name262,LastName262,MiddleName262,2010-06-04T00:00:00Z,F,FALSE,W,DIAL-3 / DIAL-4,Fall 2014 DIAL-4,2014-08-06T00:00:00Z,2014-08-21T00:00:00Z,DIAH,2025,3205,0A510166-5A0E-4CB9-9657-9ADAEAC62D5E,2014-08-06T00:00:00Z,49,08E2970F-1CD3-429E-9DD8-BB0EDEBDB4C1,267C1922-5C15-4EAD-ABCF-4F016FE18060,PK,21,51,20,45,26,93,,,,,TRUE,2024-11-25T11:45:34.183Z,2024-11-25T11:45:34.183Z,,0,d24d8e84-54fe-4127-8a88-8c5fbeec127a,10C21A26-AE6E-4EB0-8C42-34707A632526,3B0D6615-1C18-48E9-BFD7-0739CE57000F,0,FALSE,0
11373,1111111373,Name263,LastName263,MiddleName263,2010-07-15T00:00:00Z,F,FALSE,W,DIAL-3 / DIAL-4,Fall 2014 DIAL-4,2014-08-06T00:00:00Z,2014-08-21T00:00:00Z,DIAH,2025,3205,0A510166-5A0E-4CB9-9657-9ADAEAC62D5E,2014-08-06T00:00:00Z,47,E22CA402-7D95-4D9E-87F5-435A9CE75F49,126C9C58-EB15-4654-8815-4DFB57890599,PK,16,27,17,32,16,46,,,,,TRUE,2024-11-25T11:45:34.183Z,2024-11-25T11:45:34.183Z,,0,fe32b2c7-4857-44de-9e87-7edef0db905d,10C21A26-AE6E-4EB0-8C42-34707A632526,98E96DCC-F98D-4809-BF5E-9A5372040510,0,FALSE,0
11374,1111111374,Name264,LastName264,MiddleName264,2010-06-20T00:00:00Z,F,FALSE,W,DIAL-3 / DIAL-4,Fall 2014 DIAL-4,2014-08-06T00:00:00Z,2014-08-21T00:00:00Z,DIAH,2025,3205,0A510166-5A0E-4CB9-9657-9ADAEAC62D5E,2014-08-06T00:00:00Z,48,281371B3-D873-435C-A2B4-6E41D18FEDC6,FF13CDB3-43B6-4666-B724-4C93DAB8815F,PK,8,1,7,1,6,3,,,,,TRUE,2024-11-25T11:45:34.183Z,2024-11-25T11:45:34.183Z,,0,d30db9e4-1518-4796-8118-758c98e30776,10C21A26-AE6E-4EB0-8C42-34707A632526,C237A990-50B6-4E97-AFA2-B6B393398944,0,FALSE,0
11375,1111111375,Name265,LastName265,MiddleName265,2010-02-08T00:00:00Z,M,FALSE,B,DIAL-3 / DIAL-4,Fall 2014 DIAL-4,2014-08-06T00:00:00Z,2014-08-21T00:00:00Z,DIAH,2025,3205,0A510166-5A0E-4CB9-9657-9ADAEAC62D5E,2014-08-06T00:00:00Z,44,5F52697E-78DB-42E9-AE0D-DBB76FD18EDE,7FCB8B37-4067-4F2E-9FE6-EE3405A88119,PK,25,72,16,15,20,57,,,,,TRUE,2024-11-25T11:45:37.027Z,2024-11-25T11:45:37.027Z,,0,ea20a474-3224-4942-820c-462e128d4076,10C21A26-AE6E-4EB0-8C42-34707A632526,26FD2315-0829-4EA9-A604-0FA06364720D,0,FALSE,0
11376,1111111376,Name266,LastName266,MiddleName266,2010-06-22T00:00:00Z,M,FALSE,B,DIAL-3 / DIAL-4,Fall 2014 DIAL-4,2014-08-06T00:00:00Z,2014-08-21T00:00:00Z,DIAH,2025,3205,0A510166-5A0E-4CB9-9657-9ADAEAC62D5E,2014-08-06T00:00:00Z,44,047A70C5-561E-45E9-A549-CD59D1077A3F,E5B9A3B5-F093-43A9-BD6E-76E20928A361,PK,17,34,18,39,12,22,,,,,TRUE,2024-11-25T11:45:35.577Z,2024-11-25T11:45:35.577Z,,0,a015650b-441f-411b-b9a1-60ebf504f4fe,10C21A26-AE6E-4EB0-8C42-34707A632526,6635F55C-8917-4845-9DED-EE363968DA7E,0,FALSE,0
11377,1111111377,Name267,LastName267,MiddleName267,2010-05-18T00:00:00Z,F,FALSE,W,DIAL-3 / DIAL-4,Fall 2014 DIAL-4,2014-08-06T00:00:00Z,2014-08-21T00:00:00Z,DIAH,2025,3205,0A510166-5A0E-4CB9-9657-9ADAEAC62D5E,2014-08-06T00:00:00Z,45,44DE47D4-C46A-43CD-8EF0-32A9C1591818,FACB5597-ECAA-4E22-9C38-6CE405FCC66A,PK,23,67,20,45,22,77,,,,,TRUE,2024-11-25T11:45:35.577Z,2024-11-25T11:45:35.577Z,,0,05b15e81-52e8-4952-bbe9-77e41f0acdfb,10C21A26-AE6E-4EB0-8C42-34707A632526,F12C2BFE-1262-470C-A9CC-0745626F416B,0,FALSE,0
11378,1111111378,Name268,LastName268,MiddleName268,2010-03-18T00:00:00Z,F,FALSE,W,DIAL-3 / DIAL-4,Fall 2014 DIAL-4,2014-08-06T00:00:00Z,2014-08-21T00:00:00Z,DIAH,2025,3205,0A510166-5A0E-4CB9-9657-9ADAEAC62D5E,2014-08-06T00:00:00Z,49,7F007A7A-029C-423A-A261-B659D2B1655B,B2B2A98F-3F85-4F82-845C-F9B303E992EC,PK,29,94,21,44,17,37,,,,,TRUE,2024-11-25T11:45:37.027Z,2024-11-25T11:45:37.027Z,,0,388a10d5-aaaf-4757-b71e-86e054f2526b,10C21A26-AE6E-4EB0-8C42-34707A632526,A0594496-C42D-49CA-A787-9C14EFC0FD38,0,FALSE,0
11379,1111111379,Name269,LastName269,MiddleName269,2010-04-24T00:00:00Z,F,FALSE,B,DIAL-3 / DIAL-4,Fall 2014 DIAL-4,2014-08-06T00:00:00Z,2014-08-21T00:00:00Z,DIAH,2025,3205,0A510166-5A0E-4CB9-9657-9ADAEAC62D5E,2014-08-06T00:00:00Z,47,858F2209-BCB6-4EAE-95B6-E552B4A3A013,F2508E01-BC0A-4AE6-81D3-F9355DC58A21,PK,12,5,14,12,19,58,,,,,TRUE,2024-11-25T11:45:37.027Z,2024-11-25T11:45:37.027Z,,0,c34d828e-8063-4f79-9107-b812b80c70f6,10C21A26-AE6E-4EB0-8C42-34707A632526,9D6CDDC4-3986-4237-9CA4-3A72CEF75DE0,0,FALSE,0
11380,1111111380,Name270,LastName270,MiddleName270,2010-08-27T00:00:00Z,M,FALSE,M,DIAL-3 / DIAL-4,Fall 2014 DIAL-4,2014-08-06T00:00:00Z,2014-08-21T00:00:00Z,DIAH,2025,3205,0A510166-5A0E-4CB9-9657-9ADAEAC62D5E,2014-08-06T00:00:00Z,48,0A3D663B-36CB-432F-A183-B90C4D83F010,FF7FF621-C897-473F-99BA-F89CD81CBCEE,PK,12,15,12,12,8,10,,,,,TRUE,2024-11-25T11:45:37.027Z,2024-11-25T11:45:37.027Z,,0,bfda0e18-3656-43d2-b9bb-27840b152e02,10C21A26-AE6E-4EB0-8C42-34707A632526,C735B1B8-840B-4BFF-B137-C86B921BB652,0,FALSE,0
11381,1111111381,Name271,LastName271,MiddleName271,2009-09-27T00:00:00Z,F,FALSE,W,DIAL-3 / DIAL-4,Fall 2014 DIAL-4,2014-08-06T00:00:00Z,2014-08-21T00:00:00Z,DIAH,2025,3205,0A510166-5A0E-4CB9-9657-9ADAEAC62D5E,2014-08-06T00:00:00Z,44,5F28BEAE-CE75-4E6D-91A6-01A77ED0A840,5BB0A251-D611-4A5F-9E3B-F8302D63AC40,PK,24,40,19,19,15,15,,,,,TRUE,2024-11-25T11:45:37.027Z,2024-11-25T11:45:37.027Z,,0,2e871072-9061-4ce8-bd1d-6af90b601a30,10C21A26-AE6E-4EB0-8C42-34707A632526,DE6A7C61-F400-4945-A8DB-A83A591B82D2,0,FALSE,0
11382,1111111382,Name272,LastName272,MiddleName272,2010-03-14T00:00:00Z,M,FALSE,W,DIAL-3 / DIAL-4,Fall 2014 DIAL-4,2014-08-06T00:00:00Z,2014-08-21T00:00:00Z,DIAH,2025,3205,0A510166-5A0E-4CB9-9657-9ADAEAC62D5E,2014-08-06T00:00:00Z,41,BC4BBB8F-F52D-450C-8FBD-E43F3DB985FF,661083E3-5F5C-466F-9384-516B44628856,PK,18,19,16,15,18,44,,,,,TRUE,2024-11-25T11:45:34.183Z,2024-11-25T11:45:34.183Z,,0,de2ee9e9-b4a1-4689-bf94-df4e5d824f46,10C21A26-AE6E-4EB0-8C42-34707A632526,E33E6E85-4801-46E1-91B3-EA0C1E2DDEBF,0,FALSE,0
11383,1111111383,Name273,LastName273,MiddleName273,2009-09-30T00:00:00Z,M,FALSE,W,DIAL-3 / DIAL-4,Fall 2014 DIAL-4,2014-08-06T00:00:00Z,2014-08-21T00:00:00Z,DIAH,2025,3205,0A510166-5A0E-4CB9-9657-9ADAEAC62D5E,2014-08-06T00:00:00Z,49,6425292E-CCEB-4F90-8687-FCA1CF5E8024,3235C8B3-F49D-4986-B13F-C46230388FEF,PK,31,90,34,97,30,93,,,,,TRUE,2024-11-25T11:45:35.577Z,2024-11-25T11:45:35.577Z,,0,0d45c855-108d-431f-9a45-53808c00bb92,10C21A26-AE6E-4EB0-8C42-34707A632526,C742691D-23A3-4563-B4EB-540BF86FA835,0,FALSE,0
11384,1111111384,Name274,LastName274,MiddleName274,2010-03-29T00:00:00Z,F,FALSE,W,DIAL-3 / DIAL-4,Fall 2014 DIAL-4,2014-08-06T00:00:00Z,2014-08-21T00:00:00Z,DIAH,2025,3205,0A510166-5A0E-4CB9-9657-9ADAEAC62D5E,2014-08-06T00:00:00Z,48,6C573AAD-6879-4570-AB0B-3733938513FA,C5DE84A9-AFEC-4C39-95AE-4402016E58BD,PK,18,19,19,30,15,26,,,,,TRUE,2024-11-25T11:45:34.183Z,2024-11-25T11:45:34.183Z,,0,b7a62664-ded3-4ac0-9199-7a8415254f46,10C21A26-AE6E-4EB0-8C42-34707A632526,00340C6F-0642-4926-B058-EFE582040B10,0,FALSE,0
11385,1111111385,Name275,LastName275,MiddleName275,2010-05-05T00:00:00Z,M,FALSE,W,DIAL-3 / DIAL-4,Fall 2014 DIAL-4,2014-08-06T00:00:00Z,2014-08-21T00:00:00Z,DIAH,2025,3205,0A510166-5A0E-4CB9-9657-9ADAEAC62D5E,2014-08-06T00:00:00Z,49,CAF37FBA-0063-4E71-B05C-4BF355D4A188,02D30301-0682-4BB3-AD5C-41EBF3E03BD6,PK,15,13,8,1,10,10,,,,,TRUE,2024-11-25T11:45:34.183Z,2024-11-25T11:45:34.183Z,,0,a111873b-8488-4b06-922e-84e5e2f3f30f,10C21A26-AE6E-4EB0-8C42-34707A632526,FE6F6A56-A3B9-483A-9D02-595B7C965F32,0,FALSE,0
11386,1111111386,Name276,LastName276,MiddleName276,2010-04-12T00:00:00Z,M,FALSE,W,DIAL-3 / DIAL-4,Fall 2014 DIAL-4,2014-08-06T00:00:00Z,2014-08-21T00:00:00Z,DIAH,2025,3205,0A510166-5A0E-4CB9-9657-9ADAEAC62D5E,2014-08-06T00:00:00Z,48,1ABA7506-B9F6-4348-9F26-E242E1C5143E,D3739151-D32F-40EF-8DD5-04AC1C629278,PK,22,59,19,38,19,58,,,,,TRUE,2024-11-25T11:45:34.183Z,2024-11-25T11:45:34.183Z,,0,b7cdb0a5-7a0b-4bc3-8f3c-3ce174336073,10C21A26-AE6E-4EB0-8C42-34707A632526,A4A8F2FB-AA37-402F-9112-7A21019F1ABC,0,FALSE,0
11387,1111111387,Name277,LastName277,MiddleName277,2010-03-30T00:00:00Z,F,FALSE,B,DIAL-3 / DIAL-4,Fall 2014 DIAL-4,2014-08-06T00:00:00Z,2014-08-21T00:00:00Z,DIAH,2025,3205,0A510166-5A0E-4CB9-9657-9ADAEAC62D5E,2014-08-06T00:00:00Z,48,6CB4BC15-5086-4CA8-B896-D52B1846B278,48B86701-3C03-4225-BAEA-E156E4D679D0,PK,10,1,11,3,9,5,,,,,TRUE,2024-11-25T11:45:37.027Z,2024-11-25T11:45:37.027Z,,0,a83fcf2e-8939-4c13-bc5b-4d5064d75a36,10C21A26-AE6E-4EB0-8C42-34707A632526,BAF3023E-91D1-4D93-9F53-A8347D3C6888,0,FALSE,0
11388,1111111388,Name278,LastName278,MiddleName278,2010-02-18T00:00:00Z,F,FALSE,B,DIAL-3 / DIAL-4,Fall 2014 DIAL-4,2014-08-06T00:00:00Z,2014-08-21T00:00:00Z,DIAH,2025,3205,0A510166-5A0E-4CB9-9657-9ADAEAC62D5E,2014-08-06T00:00:00Z,47,A4266B86-4215-4D99-9D4B-345793EE4E0A,D2B5325D-7C7B-4994-B7B6-6638C2679430,PK,15,8,21,44,17,37,,,,,TRUE,2024-11-25T11:45:34.183Z,2024-11-25T11:45:34.183Z,,0,1db719ad-f16c-41b6-a838-a3a5ba9e0d7d,10C21A26-AE6E-4EB0-8C42-34707A632526,3291DDEE-C7BC-4D38-95F3-062036C31FD6,0,FALSE,0
11389,1111111389,Name279,LastName279,MiddleName279,2009-12-20T00:00:00Z,F,FALSE,P,DIAL-3 / DIAL-4,Fall 2014 DIAL-4,2014-08-06T00:00:00Z,2014-08-21T00:00:00Z,DIAH,2025,3205,0A510166-5A0E-4CB9-9657-9ADAEAC62D5E,2014-08-21T00:00:00Z,48,CEB212EE-FC86-4DA6-A2FB-A9B48550A269,7A5F6095-696D-493E-A3AE-64CC45E3C0E7,PK,15,3,9,1,9,3,,,,,TRUE,2024-11-25T11:45:34.183Z,2024-11-25T11:45:34.183Z,,0,0cbb7d49-6934-4a15-a7f7-4d7b3ef2fc1a,10C21A26-AE6E-4EB0-8C42-34707A632526,79891BC8-7FFA-4C40-A5E8-BA772ABD291B,0,FALSE,0
11390,1111111390,Name280,LastName280,MiddleName280,2009-09-05T00:00:00Z,F,FALSE,B,DIAL-3 / DIAL-4,Fall 2014 DIAL-4,2014-08-06T00:00:00Z,2014-08-21T00:00:00Z,DIAH,2025,3205,0A510166-5A0E-4CB9-9657-9ADAEAC62D5E,2014-08-06T00:00:00Z,42,5AE7C2BD-AE3D-4487-A539-D1BFEE2AB9D7,CB67A2A3-E9D0-4DBB-98BA-A01DE8C45979,PK,31,90,34,97,29,90,,,,,TRUE,2024-11-25T11:45:35.577Z,2024-11-25T11:45:35.577Z,,0,b85179b6-c753-496d-9f18-d074396672f9,10C21A26-AE6E-4EB0-8C42-34707A632526,CF8A1823-B071-471F-80DA-7AD35DBC5D60,0,FALSE,0
11391,1111111391,Name281,LastName281,MiddleName281,2013-08-30T00:00:00Z,F,FALSE,W,DIAL-3 / DIAL-4,Spring 2017 DIAL-4,2017-03-23T00:00:00Z,2017-06-28T00:00:00Z,DIAH,2025,3205,D871A1F9-2B27-4472-AE36-B8F85A3D041A,2017-05-31T00:00:00Z,47,B2D6D004-FA8F-4C56-8F02-16B5F51C4A95,92E2407A-B9AD-4A20-9D96-A37562C60FA7,PK,14,35,29,98,20,84,,,,,TRUE,2024-11-25T11:45:35.577Z,2024-11-25T11:45:35.577Z,,0,2e3646d6-6d14-4a9c-bb21-7bd91800bb32,10C21A26-AE6E-4EB0-8C42-34707A632526,A8487C4A-2827-4962-A58E-B6B361134939,0,FALSE,0
11392,1111111392,Name282,LastName282,MiddleName282,2013-01-28T00:00:00Z,F,FALSE,W,DIAL-3 / DIAL-4,Spring 2017 DIAL-4,2017-03-23T00:00:00Z,2017-06-28T00:00:00Z,DIAH,2025,3205,D871A1F9-2B27-4472-AE36-B8F85A3D041A,2017-05-26T00:00:00Z,49,2CC5B2BD-9A34-4215-942D-4EDEE5448B77,FF05553F-3833-4356-8795-09CAC8AF4EFE,PK,22,59,25,79,15,32,,,,,TRUE,2024-11-25T11:45:34.183Z,2024-11-25T11:45:34.183Z,,0,b282f250-a49d-4056-9296-607339bf96d6,10C21A26-AE6E-4EB0-8C42-34707A632526,39721DFE-765B-4885-B986-5EA3BC8010C3,0,FALSE,0
11393,1111111393,Name283,LastName283,MiddleName283,2013-01-09T00:00:00Z,M,TRUE,H,DIAL-3 / DIAL-4,Spring 2017 DIAL-4,2017-03-23T00:00:00Z,2017-06-28T00:00:00Z,DIAH,2025,3205,D871A1F9-2B27-4472-AE36-B8F85A3D041A,2017-05-25T00:00:00Z,41,706FE30D-D686-4718-B83D-0B6C09E65AAB,0D23234E-11E1-4301-9579-07C037986102,PK,15,8,19,24,11,10,,,,,TRUE,2024-11-25T11:45:34.183Z,2024-11-25T11:45:34.183Z,,0,7802cd6f-fbe7-46c7-8494-e6994c222bf5,10C21A26-AE6E-4EB0-8C42-34707A632526,644D03DF-1C44-4A20-8051-156599A027A8,0,FALSE,0
11394,1111111394,Name284,LastName284,MiddleName284,2013-08-30T00:00:00Z,F,FALSE,W,DIAL-3 / DIAL-4,Spring 2017 DIAL-4,2017-03-23T00:00:00Z,2017-06-28T00:00:00Z,DIAH,2025,3205,D871A1F9-2B27-4472-AE36-B8F85A3D041A,2017-05-30T00:00:00Z,41,11404BC4-D770-4868-9285-4D7AA140B968,120AE02F-BCE1-4CC3-9DCD-07B4CBE7748F,PK,15,43,25,91,18,73,,,,,TRUE,2024-11-25T11:45:34.183Z,2024-11-25T11:45:34.183Z,,0,5bca02eb-5a18-4aef-adce-7ea36d49d72a,10C21A26-AE6E-4EB0-8C42-34707A632526,FD09FFD4-DB05-4516-AF60-7B15499CAC46,0,FALSE,0
11395,1111111395,Name285,LastName285,MiddleName285,2013-01-11T00:00:00Z,F,FALSE,M,DIAL-3 / DIAL-4,Spring 2017 DIAL-4,2017-03-23T00:00:00Z,2017-06-28T00:00:00Z,DIAH,2025,3205,D871A1F9-2B27-4472-AE36-B8F85A3D041A,2017-05-26T00:00:00Z,48,817D6607-F790-4E32-97E0-357C10476816,B707C984-9B74-472D-AE0E-1883899E6080,PK,22,47,17,19,23,76,,,,,TRUE,2024-11-25T11:45:34.183Z,2024-11-25T11:45:34.183Z,,0,5390d0d6-e139-4c60-896d-3f847e4de06b,10C21A26-AE6E-4EB0-8C42-34707A632526,1A537A1C-2880-486F-97E4-E5D4DD732166,0,FALSE,0
11396,1111111396,Name286,LastName286,MiddleName286,2013-06-03T00:00:00Z,F,FALSE,A,DIAL-3 / DIAL-4,Spring 2017 DIAL-4,2017-03-23T00:00:00Z,2017-06-28T00:00:00Z,DIAH,2025,3205,D871A1F9-2B27-4472-AE36-B8F85A3D041A,2017-06-28T00:00:00Z,45,6914EF63-5DC0-46A6-BCB6-D401F24F2868,DC627338-AB49-4975-BAD0-180A9C951B81,PK,9,4,6,1,1,1,,,,,TRUE,2024-11-25T11:45:34.183Z,2024-11-25T11:45:34.183Z,,0,4ab3c8bf-b2c3-4e5d-9d6a-bd996ab22b17,10C21A26-AE6E-4EB0-8C42-34707A632526,39BB5AA3-C022-48AC-90C9-DF13ADAAF451,0,FALSE,0
11397,1111111397,Name287,LastName287,MiddleName287,2013-06-10T00:00:00Z,F,FALSE,W,DIAL-3 / DIAL-4,Spring 2017 DIAL-4,2017-03-23T00:00:00Z,2017-06-28T00:00:00Z,DIAH,2025,3205,D871A1F9-2B27-4472-AE36-B8F85A3D041A,2017-05-30T00:00:00Z,42,B2AC6576-2881-4925-BE2E-3C7B56352E70,49243593-1120-4138-9E5D-17E1063E231B,PK,8,4,18,47,4,3,,,,,TRUE,2024-11-25T11:45:34.183Z,2024-11-25T11:45:34.183Z,,0,93739cf4-1b2d-48f5-88a8-b6f87460e231,10C21A26-AE6E-4EB0-8C42-34707A632526,F7A9AD6A-41B1-4609-B4BF-747C41615372,0,FALSE,0
11398,1111111398,Name288,LastName288,MiddleName288,2013-01-11T00:00:00Z,F,FALSE,W,DIAL-3 / DIAL-4,Spring 2017 DIAL-4,2017-03-23T00:00:00Z,2017-06-28T00:00:00Z,DIAH,2025,3205,D871A1F9-2B27-4472-AE36-B8F85A3D041A,2017-05-30T00:00:00Z,56,91AD4AEE-7903-4694-B399-8B1AB1E993B0,C6286787-E31C-4F7D-96E4-2A59E308B231,PK,14,6,21,44,15,26,,,,,TRUE,2024-11-25T11:45:34.183Z,2024-11-25T11:45:34.183Z,,0,84672380-7b86-4e4f-b998-83ee3b7a0e72,10C21A26-AE6E-4EB0-8C42-34707A632526,721054AD-9A52-4CB3-BA7D-163E0D94F3F9,0,FALSE,0
11399,1111111399,Name289,LastName289,MiddleName289,2012-10-01T00:00:00Z,M,FALSE,W,DIAL-3 / DIAL-4,Spring 2017 DIAL-4,2017-03-23T00:00:00Z,2017-06-28T00:00:00Z,DIAH,2025,3205,D871A1F9-2B27-4472-AE36-B8F85A3D041A,2017-06-01T00:00:00Z,47,C9062EA9-188E-442C-A9A5-8741350DB26C,6C04C066-408A-4A6F-B749-29C33CC2002D,PK,17,6,18,14,20,42,,,,,TRUE,2024-11-25T11:45:34.183Z,2024-11-25T11:45:34.183Z,,0,ccb43a10-f5f0-4fb4-903a-31fd15c27bcd,10C21A26-AE6E-4EB0-8C42-34707A632526,07B80D52-8B1A-46E9-B4A4-3FED61950385,0,FALSE,0
11400,1111111400,Name290,LastName290,MiddleName290,2013-03-05T00:00:00Z,F,FALSE,B,DIAL-3 / DIAL-4,Spring 2017 DIAL-4,2017-03-23T00:00:00Z,2017-06-28T00:00:00Z,DIAH,2025,3205,D871A1F9-2B27-4472-AE36-B8F85A3D041A,2017-05-26T00:00:00Z,45,173465D2-1662-4A9D-92BB-54E757C300E7,2308D98F-F9F1-4FB1-BA92-2768DF599C2E,PK,21,51,26,84,20,65,,,,,TRUE,2024-11-25T11:45:34.183Z,2024-11-25T11:45:34.183Z,,0,70fb4846-4df7-40e7-b95c-7a0673602608,10C21A26-AE6E-4EB0-8C42-34707A632526,2431611B-A1F2-4135-A37B-854A7DF6AB6B,0,FALSE,0
11401,1111111401,Name291,LastName291,MiddleName291,2013-08-13T00:00:00Z,F,FALSE,W,DIAL-3 / DIAL-4,Spring 2017 DIAL-4,2017-03-23T00:00:00Z,2017-06-28T00:00:00Z,DIAH,2025,3205,D871A1F9-2B27-4472-AE36-B8F85A3D041A,2017-05-31T00:00:00Z,41,E9BEBBF4-DFC3-4EE5-AD93-E2321C8FF9E9,F583C3D8-E0F8-41CF-ADC1-1D249D687733,PK,13,28,16,40,14,47,,,,,TRUE,2024-11-25T11:45:34.183Z,2024-11-25T11:45:34.183Z,,0,3d2d64ca-3bde-4120-9eab-a23a75fcc018,10C21A26-AE6E-4EB0-8C42-34707A632526,D6366E97-62FF-4623-9EC6-DB848CD9B757,0,FALSE,0
11402,1111111402,Name292,LastName292,MiddleName292,2013-03-12T00:00:00Z,F,FALSE,B,DIAL-3 / DIAL-4,Spring 2017 DIAL-4,2017-03-23T00:00:00Z,2017-06-28T00:00:00Z,DIAH,2025,3205,D871A1F9-2B27-4472-AE36-B8F85A3D041A,2017-05-26T00:00:00Z,42,41994E67-4D98-4547-BE0C-3A00D3661687,80145229-828D-4B69-A622-1C45F749BD84,PK,22,59,25,79,22,77,,,,,TRUE,2024-11-25T11:45:34.183Z,2024-11-25T11:45:34.183Z,,0,b25aa625-2f88-4f8f-8f0c-3c6bc69d821f,10C21A26-AE6E-4EB0-8C42-34707A632526,C21D256F-AA04-4E55-B96F-DC0C24A661F5,0,FALSE,0
11403,1111111403,Name293,LastName293,MiddleName293,2013-04-24T00:00:00Z,M,FALSE,B,DIAL-3 / DIAL-4,Spring 2017 DIAL-4,2017-03-23T00:00:00Z,2017-06-28T00:00:00Z,DIAH,2025,3205,D871A1F9-2B27-4472-AE36-B8F85A3D041A,2017-05-31T00:00:00Z,47,E1148C27-0EEB-4D28-AE2E-D12C873450DE,8B50C945-8F8F-4786-B779-1B5EAA3A6EB8,PK,18,41,20,53,16,46,,,,,TRUE,2024-11-25T11:45:34.183Z,2024-11-25T11:45:34.183Z,,0,ffae18f6-6879-473c-b5cc-4e9ed0ebe763,10C21A26-AE6E-4EB0-8C42-34707A632526,24D54AF0-EB89-46B5-9502-10B6359244F4,0,FALSE,0
11404,1111111404,Name294,LastName294,MiddleName294,2012-10-25T00:00:00Z,F,FALSE,B,DIAL-3 / DIAL-4,Spring 2017 DIAL-4,2017-03-23T00:00:00Z,2017-06-28T00:00:00Z,DIAH,2025,3205,D871A1F9-2B27-4472-AE36-B8F85A3D041A,2017-05-31T00:00:00Z,49,6A954184-BC1F-4AAA-9B23-460367427D8D,316339CD-C481-4B78-AD94-1B06319EAA6B,PK,24,51,22,44,23,70,,,,,TRUE,2024-11-25T11:45:34.183Z,2024-11-25T11:45:34.183Z,,0,435276a3-2964-42ed-bdd9-dd743a5ac927,10C21A26-AE6E-4EB0-8C42-34707A632526,29C3B95A-C4F0-4346-BAC5-D4BC23AA9196,0,FALSE,0
11405,1111111405,Name295,LastName295,MiddleName295,2013-07-25T00:00:00Z,F,FALSE,B,DIAL-3 / DIAL-4,Spring 2017 DIAL-4,2017-03-23T00:00:00Z,2017-06-28T00:00:00Z,DIAH,2025,3205,D871A1F9-2B27-4472-AE36-B8F85A3D041A,2017-05-26T00:00:00Z,56,14D03D0D-6443-4FF4-A337-3D5C2F1CD790,26132BB8-CD19-420F-BE64-1A000BFC1A47,PK,7,3,7,3,5,4,,,,,TRUE,2024-11-25T11:45:34.183Z,2024-11-25T11:45:34.183Z,,0,55676196-9148-49b9-9138-8e179182da6b,10C21A26-AE6E-4EB0-8C42-34707A632526,BD7B8440-BE6C-4673-B06D-FF24422043C6,0,FALSE,0
11406,1111111406,Name296,LastName296,MiddleName296,2013-03-25T00:00:00Z,M,FALSE,W,DIAL-3 / DIAL-4,Spring 2017 DIAL-4,2017-03-23T00:00:00Z,2017-06-28T00:00:00Z,DIAH,2025,3205,D871A1F9-2B27-4472-AE36-B8F85A3D041A,2017-03-23T00:00:00Z,41,A980C0E3-62D9-43DB-987E-F366AC269437,C3DB3D23-C18A-4F63-B792-19D988491559,PK,11,11,9,6,12,28,,,,,TRUE,2024-11-25T11:45:34.183Z,2024-11-25T11:45:34.183Z,,0,9b5488b6-c8c1-401b-8aef-cafb45a84593,10C21A26-AE6E-4EB0-8C42-34707A632526,8C7C6CBF-45DE-4F10-8328-67D50BF2C38C,0,FALSE,0
11407,1111111407,Name297,LastName297,MiddleName297,2012-11-02T00:00:00Z,F,FALSE,B,DIAL-3 / DIAL-4,Spring 2017 DIAL-4,2017-03-23T00:00:00Z,2017-06-28T00:00:00Z,DIAH,2025,3205,D871A1F9-2B27-4472-AE36-B8F85A3D041A,2017-05-26T00:00:00Z,45,EFA83CBF-5C93-4AB8-8D9F-2DBBDE3977B3,643093AA-C41F-43A4-B9AE-1984CE56B919,PK,17,9,22,44,18,37,,,,,TRUE,2024-11-25T11:45:34.183Z,2024-11-25T11:45:34.183Z,,0,e6318144-9584-433e-94c1-c6752423b532,10C21A26-AE6E-4EB0-8C42-34707A632526,E93CCFFC-36E8-416F-BF15-33CE210F2DAD,0,FALSE,0
